id,data,descricao,aprovacao,ultimaApresentacaoProposicao_idProposicao
2451195-17,2024-11-26,"Aprovado o requerimento nº 3510/2024,do Sr. José Guimarães, que solicita urgência (art. 155) para o PL 3464/2024.",1.0,0
2451295-17,2024-11-26,"Aprovado o requerimento nº 3510/2024,do Sr. José Guimarães, que solicita urgência (art. 155) para o PL 3464/2024.",1.0,0
2451322-17,2024-11-26,"Aprovado o requerimento nº 3510/2024,do Sr. José Guimarães, que solicita urgência (art. 155) para o PL 3464/2024.",1.0,0
2451325-17,2024-11-26,"Aprovado o requerimento nº 3510/2024,do Sr. José Guimarães, que solicita urgência (art. 155) para o PL 3464/2024.",1.0,0
2451755-17,2024-11-26,"Aprovado o requerimento nº 3510/2024,do Sr. José Guimarães, que solicita urgência (art. 155) para o PL 3464/2024.",1.0,0
2450780-42,2024-11-26,"Realizar o encaminhamento do PL-3035/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2450780-43,2024-11-26,"Realizar o encaminhamento do PL-3035/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2450780-44,2024-11-26,"Realizar o encaminhamento do PL-3035/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2450780-45,2024-11-26,"Realizar o encaminhamento do PL-3035/2024 à CESPO (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2450780-46,2024-11-26,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3464/2024, por ter sido aprovado o REQ 3510/2024 que está apensado ao primeiro.",1.0,0
2451114-18,2024-11-26,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3464/2024, por ter sido aprovado o REQ 3510/2024 que está apensado ao primeiro.",1.0,0
2451195-18,2024-11-26,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3464/2024, por ter sido aprovado o REQ 3510/2024 que está apensado ao primeiro.",1.0,0
2451295-18,2024-11-26,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3464/2024, por ter sido aprovado o REQ 3510/2024 que está apensado ao primeiro.",1.0,0
2451322-18,2024-11-26,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3464/2024, por ter sido aprovado o REQ 3510/2024 que está apensado ao primeiro.",1.0,0
2451325-18,2024-11-26,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3464/2024, por ter sido aprovado o REQ 3510/2024 que está apensado ao primeiro.",1.0,0
2451755-18,2024-11-26,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3464/2024, por ter sido aprovado o REQ 3510/2024 que está apensado ao primeiro.",1.0,0
2456722-19,2024-11-26,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 3510/2024.,1.0,0
2469306-8,2024-11-26,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 355; Não: 35; Total: 390.,1.0,0
2459742-16,2024-11-26,"Aprovado o requerimento nº 4484/2024,do Sr. Dorinaldo Malafaia, que solicita urgência (art. 155) para o PL 3224/2024.",1.0,0
2453934-21,2024-11-26,"Realizar o encaminhamento do PL-3224/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2453934-22,2024-11-26,"Realizar o encaminhamento do PL-3224/2024 à CDC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2453934-23,2024-11-26,"Realizar o encaminhamento do PL-3224/2024 à CSAUDE (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2453934-24,2024-11-26,"Realizar o encaminhamento do PL-3224/2024 à CCOM (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2453934-25,2024-11-26,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 4484/2024.,1.0,0
2459742-17,2024-11-26,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 3224/2024, por ter sido aprovado o REQ 4484/2024 que está apensado ao primeiro.",1.0,0
2470078-7,2024-11-26,Aprovado o Requerimento de Urgência (Art. 155 do RICD).,1.0,0
2470275-8,2024-11-26,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 357; Não: 56; Abstenção: 1; Total: 414.,1.0,0
2461213-18,2024-11-26,"Realizar o encaminhamento do PL-3821/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2461213-19,2024-11-26,"Realizar o encaminhamento do PL-3821/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2471216-8,2024-11-26,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,0
2470433-11,2024-11-26,"Realizar o encaminhamento do PL-4448/2024 à CAPADR (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2470433-12,2024-11-26,"Realizar o encaminhamento do PL-4448/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2470433-13,2024-11-26,"Realizar o encaminhamento do PL-4448/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2470433-14,2024-11-26,"Realizar o encaminhamento do PL-4448/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2284007-70,2024-11-26,"Aprovado o Projeto de Decreto Legislativo nº 217, de 2021.",1.0,0
2284007-72,2024-11-26,Aprovada a Redação Final.,1.0,0
2470433-31,2024-11-26,"Aprovado o Substitutivo ao Projeto de Lei nº 4.448, de 2024, adotado pelo relator da Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural.",1.0,2472119
2470433-34,2024-11-26,"Aprovada a Redação Final assinada pelo relator, Dep. Zucco (PL-RS).",1.0,2472119
2471201-2,2024-11-26,Aprovado.,1.0,0
2471218-2,2024-11-26,Aprovado.,1.0,0
2363411-31,2024-11-26,Aprovado o Parecer.,1.0,2429008
2410234-24,2024-11-26,Aprovado o Parecer.,1.0,2465939
2471461-3,2024-11-26,Aprovado.,1.0,0
2417545-24,2024-11-26,Aprovado o Parecer.,1.0,2465171
2469941-2,2024-11-26,"Aprovado com a inclusão dos Senhores Marlon Jorge Teza, Presidente da Federação Nacional de Entidades de Oficiais Militares Estaduais - FENEME, e Rodolfo Queiroz Laterza, Presidente da Associação dos Delegados de Polícia do Brasil - ADEPOL-Brasil. Subscreveram os Deputados Sargento Fahur, Capitão Alden, Sanderson, Sargento Gonçalves, Osmar Terra, Messias Donato, Sargento Portugal, Delegado Caveira, Allan Garcês e Delegada Ione.",1.0,0
2470797-2,2024-11-26,"Aprovado. Subscreveram os Deputados Sargento Fahur, Capitão Alden, Sanderson, Sargento Gonçalves, Osmar Terra, Messias Donato, Sargento Portugal, Delegado Caveira, Delegada Ione e Allan Garcês.",1.0,0
2386002-38,2024-11-26,Aprovado o Parecer.,1.0,2456717
2469951-2,2024-11-26,Aprovado. Subscrito pelas Deputadas Ana Paula Lima e Adriana Ventura.,1.0,0
2470175-2,2024-11-26,Aprovado.,1.0,0
2470669-2,2024-11-26,Aprovado. Subscrito pela Deputada Rogéria Santos e pelo Deputado Diego Garcia.,1.0,0
2471082-2,2024-11-26,Aprovado. Subscrito pela Deputada Ana Paula Lima.,1.0,0
2471084-2,2024-11-26,"Aprovado. Subscrito pelas Deputadas Adriana Ventura, Ana Paula Lima e Rogéria Santos.",1.0,0
2428324-23,2024-11-26,Aprovado o Parecer.,1.0,2470903
2413253-21,2024-11-26,Aprovado o Parecer.,1.0,2433614
2260671-30,2024-11-26,Aprovado o Parecer.,1.0,2465231
2443477-31,2024-11-26,"Aprovado o Parecer, com voto contrário da Deputada Duda Salabert. Apresentou voto em separado a Deputada Duda Salabert.",1.0,2459012
2347090-27,2024-11-26,Aprovado o Parecer.,1.0,2433139
2373681-25,2024-11-26,Aprovado o Parecer.,1.0,2440420
2435748-24,2024-11-26,Aprovado o Parecer.,1.0,2464810
2394647-23,2024-11-26,Aprovado o Parecer.,1.0,2462246
2376039-49,2024-11-26,"Aprovado o Parecer, com voto contrário da Deputada Duda Salabert.",1.0,2469626
2436285-25,2024-11-26,Aprovado o Parecer.,1.0,2469001
2389986-18,2024-11-26,Aprovado o Parecer.,1.0,2444879
2443763-22,2024-11-26,Aprovado o Parecer.,1.0,2469268
2449682-18,2024-11-26,Aprovado o Parecer.,1.0,2471379
2471107-2,2024-11-26,Aprovado.,1.0,0
2194396-68,2024-11-26,Aprovado o Parecer.,1.0,2466521
2374315-29,2024-11-26,Aprovado o Parecer.,1.0,2470987
2397722-21,2024-11-26,Aprovado o Parecer.,1.0,2470909
2416561-21,2024-11-26,Aprovado o Parecer.,1.0,2470747
2419901-23,2024-11-26,Aprovado o Parecer.,1.0,2470980
2432932-24,2024-11-26,Aprovado o Parecer.,1.0,2470978
2449296-24,2024-11-26,Aprovado o Parecer.,1.0,2467862
2467959-2,2024-11-26,Aprovado em bloco por votação simbólica,1.0,0
2467960-2,2024-11-26,Aprovado em bloco por votação simbólica.,1.0,0
2471191-2,2024-11-26,Aprovado em bloco por votação simbólica.,1.0,0
2471192-2,2024-11-26,Aprovado em bloco por votação simbólica.,1.0,0
2471233-2,2024-11-26,Aprovado em bloco por votação simbólica.,1.0,0
2219957-46,2024-11-26,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  14 votos ""Sim"", 29 votos ""Não"". Quórum de votação: 43 votos e 3 obstruções.",0.0,2457691
2438745-24,2024-11-26,Aprovado o Parecer.,1.0,2462065
2454191-22,2024-11-26,Aprovado o Parecer.,1.0,2471151
2432309-30,2024-11-26,Aprovado o Parecer.,1.0,2459789
2470882-2,2024-11-26,Aprovado.,1.0,0
2405104-27,2024-11-26,Aprovado o Parecer.,1.0,2470887
2406061-21,2024-11-26,Aprovado o Parecer.,1.0,2469823
2440247-24,2024-11-26,Aprovado o Parecer.,1.0,0
2450466-21,2024-11-26,Aprovado o Parecer.,1.0,2469819
2470399-2,2024-11-26,Aprovado. Subscreveu o Deputado Airton Faleiro.,1.0,0
2471227-2,2024-11-26,Aprovado. Subscreveu o Deputado Airton Faleiro. O Deputado Airton Faleiro solicitou que o ano de apresentação do requerimento fosse retificado de 2023 para 2024 .,1.0,0
2224664-54,2024-11-26,Aprovado o Parecer.,1.0,2454455
2468383-2,2024-11-26,Aprovado.,1.0,0
2468458-2,2024-11-26,Aprovado.,1.0,0
2471225-2,2024-11-26,"Aprovado com a inclusão do Senhor Isac Falcão, Presidente do Sindifisco Nacional, a pedido do Deputado Rogério Correia.",1.0,0
2238590-39,2024-11-26,Aprovado o Parecer.,1.0,2470386
2468383-3,2024-11-26,Subscrito pelo Deputado Rogério Correia.,1.0,0
2323851-40,2024-11-26,Aprovado o Parecer.,1.0,2458353
2325991-39,2024-11-26,Aprovado o Parecer.,1.0,2457151
2333636-40,2024-11-26,Aprovado o Parecer.,1.0,2451750
2375238-21,2024-11-26,Aprovado o Parecer.,1.0,2468970
2395638-31,2024-11-26,Aprovado o Parecer.,1.0,2461413
2430834-2,2024-11-27,Aprovado.,1.0,0
2430845-2,2024-11-27,Aprovado.,1.0,0
2430972-2,2024-11-27,Aprovado.,1.0,0
2439635-2,2024-11-27,Aprovado.,1.0,0
2440907-2,2024-11-27,Aprovado.,1.0,0
2441019-2,2024-11-27,Aprovado.,1.0,0
2441662-2,2024-11-27,Aprovado.,1.0,0
2442495-2,2024-11-27,Aprovado.,1.0,0
2446755-2,2024-11-27,Aprovado.,1.0,0
2455439-2,2024-11-27,Aprovado.,1.0,0
2457184-2,2024-11-27,Aprovado.,1.0,0
2459287-2,2024-11-27,Aprovado.,1.0,0
2459288-2,2024-11-27,Aprovado.,1.0,0
2459429-2,2024-11-27,Aprovado.,1.0,0
2459733-2,2024-11-27,Aprovado.,1.0,0
2459737-2,2024-11-27,Aprovado.,1.0,0
2443621-38,2024-11-27,Aprovado o Parecer.,1.0,2467991
2385057-31,2024-11-27,Aprovado o Parecer.,1.0,2445845
2400928-43,2024-11-27,Aprovado o Parecer.,1.0,2471684
2404661-24,2024-11-27,Aprovado o Parecer.,1.0,2462267
2356457-31,2024-11-27,Aprovado o Parecer.,1.0,2470548
2382241-36,2024-11-27,Aprovado o Parecer.,1.0,2444189
2392774-32,2024-11-27,"Aprovado o Parecer, com os votos contrários do Deputado Prof. Reginaldo Veras e da Deputada Professora Luciene Cavalcante.",1.0,2443501
261833-142,2024-11-27,Aprovado o Parecer.,1.0,2436523
2376208-21,2024-11-27,Aprovado o Parecer.,1.0,2467691
2468912-2,2024-11-27,Aprovado. Subscrito pela Deputada Silvia Waiãpi e pelos Deputados Rodrigo de Castro e Gabriel Mota.,1.0,0
2469795-2,2024-11-27,"Aprovado. Subscrito pela Deputada Silvia Wiãpi e pelos Deputados Keniston Braga, Raimundo Santos e Rodrigo de Castro.",1.0,0
2469933-2,2024-11-27,"Aprovado. Subscrito pela Deputada Silvia Waiãpi e pelos Deputados keniston Braga, Raimundo Santos e Rodrigo de Castro.",1.0,0
1030398-71,2024-11-27,Aprovado o Requerimento de inclusão de matéria extrapauta. Quórum: 30 (Sim - 29; Não - 1; Abstenção - 0).,1.0,2472117
1030398-74,2024-11-27,Aprovado o Parecer.,1.0,2472117
2333142-32,2024-11-27,Rejeitado o Requerimento de Retirada de Pauta da Deputada Adriana Ventura.,0.0,2455211
2381530-41,2024-11-27,Rejeitado o Requerimento de Retirada de Pauta do Deputado Flávio Nogueira.,0.0,2466813
2333142-35,2024-11-27,Aprovado o Parecer.,1.0,2455211
2160128-96,2024-11-27,Aprovado o Parecer.,1.0,2462424
2374161-22,2024-11-27,Aprovado o Parecer.,1.0,2453371
2277899-35,2024-11-27,Aprovado o Parecer.,1.0,2450852
2317399-47,2024-11-27,Aprovado o Parecer.,1.0,2437248
2468412-2,2024-11-27,Aprovado.,1.0,0
2470472-2,2024-11-27,Aprovado.,1.0,0
2471020-2,2024-11-27,Aprovado. Os Deputados Alexandre Lindenmeyer e Erika Kokay subscreveram o requerimento.,1.0,0
2471162-2,2024-11-27,Aprovado.,1.0,0
2471286-2,2024-11-27,Aprovado.,1.0,0
2423400-2,2024-11-27,Aprovado.,1.0,0
2423405-2,2024-11-27,Aprovado.,1.0,0
2437236-2,2024-11-27,Aprovado.,1.0,0
2439631-2,2024-11-27,Aprovado.,1.0,0
2471302-2,2024-11-27,Aprovado.,1.0,0
2447763-2,2024-11-27,Aprovado.,1.0,0
2447764-2,2024-11-27,Aprovado.,1.0,0
2456474-2,2024-11-27,Aprovado.,1.0,0
2458786-2,2024-11-27,Aprovado.,1.0,0
2459728-2,2024-11-27,Aprovado.,1.0,0
2459734-2,2024-11-27,Aprovado.,1.0,0
2463439-2,2024-11-27,Aprovado.,1.0,0
2404112-48,2024-11-27,Aprovado o Parecer.,1.0,2470071
2471350-2,2024-11-27,"Aprovado. Transformado em convite. E prejudicados os requerimentos de retirada de pauta, e de votação nominal do requerimento de retirada de pauta, em função do acordo.",1.0,0
2470409-2,2024-11-27,Aprovado.,1.0,0
2471188-2,2024-11-27,Aprovado.,1.0,0
2270972-55,2024-11-27,Aprovado o Parecer.,1.0,2470842
2471351-2,2024-11-27,Aprovado.,1.0,0
2462204-27,2024-11-27,Aprovado o Parecer.,1.0,2470974
2195766-85,2024-11-27,Aprovado o Parecer.,1.0,2465971
2471098-3,2024-11-27,Aprovado.,1.0,0
2471284-3,2024-11-27,Aprovado.,1.0,0
2353684-93,2024-11-27,Aprovado o Parecer.,1.0,2472063
2299178-47,2024-11-27,Aprovado o Parecer.,1.0,2470234
2471366-2,2024-11-27,Aprovado com a subscrição dos deputados presentes.,1.0,0
2471375-2,2024-11-27,Aprovado.,1.0,0
2426321-52,2024-11-27,Aprovado o Parecer.,1.0,2470355
2191138-59,2024-11-27,"Retirado o requerimento de retirada de pauta, do deputado Pedro Uczai.",1.0,2442533
2191138-60,2024-11-27,"Aprovado o Parecer, com o voto contrário do deputado Pedro Uczai.",1.0,2442533
2422648-49,2024-11-27,"Aprovado o requerimento de inversão de pauta, do deputado Juarez Costa.",1.0,2471375
2315094-26,2024-11-27,Aprovado o Parecer.,1.0,2467679
2416757-51,2024-11-27,Aprovado o Parecer.,1.0,2453191
2370913-37,2024-11-27,Aprovado o Parecer.,1.0,2444421
559325-108,2024-11-27,"Aprovado o Parecer, apresentaram votos em separado os Deputados Alexis Fonteyne, Tiago Mitraud e Lucas Gonzalez.",1.0,2466598
2468617-2,2024-11-27,Aprovado.,1.0,0
2470107-2,2024-11-27,Aprovado. Subscrito pelo Dep. Eriberto Medeiros (PSB/PE).,1.0,0
2471246-2,2024-11-27,"Aprovado, subscrito pelo Deputado Eriberto Medeiros(PSB/PE).",1.0,0
2208745-32,2024-11-27,"Aprovado o requerimento de inversão de pauta, do deputado Luiz Nishimori.",1.0,2437939
2208745-34,2024-11-27,Aprovado o Parecer.,1.0,2437939
2421299-25,2024-11-27,Aprovado o Parecer.,1.0,2445833
2200646-34,2024-11-27,Aprovado o Parecer. Contra o voto do Deputado Alexandre Lindenmeyer.,1.0,2455201
2426146-27,2024-11-27,Aprovado o Parecer.,1.0,2471377
508998-79,2024-11-27,"Aprovado o Parecer, com o voto contrário do deputado Pedro Uczai.",1.0,2366992
2306247-31,2024-11-27,Aprovado o Parecer.,1.0,2458605
2317335-28,2024-11-27,Aprovado o Parecer.,1.0,2470552
2318547-70,2024-11-27,Aprovado o Parecer.,1.0,2472389
2190776-87,2024-11-27,Rejeitado o Requerimento de Retirada de Pauta.,0.0,2464716
2310847-28,2024-11-27,Aprovado o Parecer.,1.0,2462148
2345716-29,2024-11-27,Aprovado o Parecer.,1.0,2466477
2312652-39,2024-11-27,Aprovado o Parecer.,1.0,2468589
2340727-40,2024-11-27,Aprovado o Parecer.,1.0,2458390
2371591-43,2024-11-27,Aprovado o Parecer.,1.0,2466785
2373482-24,2024-11-27,Aprovado o Parecer.,1.0,2461980
2394385-21,2024-11-27,Aprovado o Parecer.,1.0,2471238
2358078-35,2024-11-27,Aprovado o Parecer.,1.0,2472128
2428368-41,2024-11-27,Aprovado o Parecer.,1.0,0
2381414-24,2024-11-27,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  2 votos ""Sim"", 9 votos ""Não"". Quórum de votação: 11 votos.",0.0,2462296
2390380-28,2024-11-27,Aprovado o Parecer.,1.0,2450174
343015-115,2024-11-27,Aprovado o Parecer.,1.0,0
2391668-30,2024-11-27,Aprovado o Parecer.,1.0,2470395
2429641-34,2024-11-27,Aprovado o Parecer.,1.0,2470894
543252-60,2024-11-27,"Aprovado o Parecer com o seguinte resultado: 35 votos ""Sim"", 15 votos ""Não"". Quórum de votação: 50 votos, apresentou voto em separado o Deputado Bacelar.",1.0,2438980
2358456-33,2024-11-27,Aprovado o Parecer.,1.0,2441346
2421300-31,2024-11-27,"Aprovado o Parecer, na aforma do substitutivo.",1.0,2461736
2439516-24,2024-11-27,Aprovado o Parecer com Complementação de Voto.,1.0,2472733
2423083-26,2024-11-27,Aprovado o Parecer.,1.0,2471186
2302887-39,2024-11-27,"Aprovado o Parecer, apresentou voto em separado o Deputado Luiz Carlos Busato.",1.0,2470463
2348266-54,2024-11-27,Aprovado o Parecer.,1.0,2472115
2355897-43,2024-11-27,Aprovado o Parecer.,1.0,2470511
2434409-22,2024-11-27,Aprovado o Parecer.,1.0,2470939
2418725-38,2024-11-27,Aprovado o Parecer.,1.0,2471230
2386445-35,2024-11-27,Aprovado o Parecer.,1.0,2470941
2373113-32,2024-11-27,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  22 votos ""Sim"", 28 votos ""Não"". Quórum de votação: 50 votos.",0.0,2470267
592960-101,2024-11-27,Aprovado o Parecer.,1.0,2454070
2196792-44,2024-11-27,Aprovado o Parecer.,1.0,2439430
2206862-106,2024-11-27,Aprovado o Parecer.,1.0,2462672
2228356-76,2024-11-27,Aprovado o Parecer.,1.0,2437216
2269833-54,2024-11-27,Aprovado o Parecer.,1.0,2419753
2353511-32,2024-11-27,Aprovado o Parecer.,1.0,2471244
2376611-39,2024-11-27,Aprovado o Parecer.,1.0,2441708
2392925-47,2024-11-27,Aprovado o Parecer.,1.0,2471251
2082484-60,2024-11-27,Aprovado o Parecer.,1.0,2411837
2190651-118,2024-11-27,Aprovado o Parecer.,1.0,2466633
2252875-64,2024-11-27,Aprovado o Parecer.,1.0,2434121
2318674-42,2024-11-27,Aprovado o Parecer.,1.0,2462070
2422561-34,2024-11-27,Aprovado o Parecer.,1.0,2434422
2422647-34,2024-11-27,Aprovado o Parecer.,1.0,2468886
484725-74,2024-11-27,Aprovado o Parecer.,1.0,2395935
2289800-44,2024-11-27,Aprovado o Parecer.,1.0,2421203
2471387-2,2024-11-27,Aprovado.,1.0,0
2293658-33,2024-11-27,Aprovado o Parecer.,1.0,2467655
2420040-31,2024-11-27,Aprovado o Parecer.,1.0,2455220
2318002-48,2024-11-27,Aprovado o Parecer.,1.0,2444747
2471292-2,2024-11-27,"Subscrito pelos Deputados Albuquerque (Republicanos/RR), Luiz Philippe de Orleans e Bragança (PL/SP), Marcel van Hattem (Novo/RS) e Max Lemos (PDT/RJ). Aprovado o Requerimento",1.0,0
2471294-2,2024-11-27,Aprovado o Requerimento,1.0,0
2469869-4,2024-11-27,Subscrito pelo Deputado Luiz Philippe de Orleans e Bragança (PL/SP). Aprovado o Requerimento,1.0,0
2470759-3,2024-11-27,Aprovado o Requerimento.,1.0,0
2470100-2,2024-11-27,"Aprovado, com a subscrição do Deputado Luiz Couto  (PT- PB)",1.0,0
2449717-29,2024-11-27,Aprovado o Parecer da Relatora Nely Aquino (Podemos-MG).,1.0,2464866
2441584-26,2024-11-27,"Aprovado o Parecer do Relator, Deputado Pedro Aihara (PRD-MG)",1.0,2466355
2469357-2,2024-11-27,"Aprovado, com a subscrição pelo Deputado Vermelho (PL/PR).",1.0,0
2371467-24,2024-11-27,Aprovado o Parecer.,1.0,2470240
2413257-24,2024-11-27,Aprovado o Parecer.,1.0,2454808
2469417-2,2024-11-27,Aprovado.,1.0,0
2469520-2,2024-11-27,Dep. Tarcíso Motta subscreveu o requerimento.,1.0,0
2469527-5,2024-11-27,Dep. Benedita da Silva incluiu convidados.,1.0,2471296
2471260-2,2024-11-27,Aprovado.,1.0,0
2471261-2,2024-11-27,Aprovado.,1.0,0
2471296-2,2024-11-27,Aprovado.,1.0,0
2469527-9,2024-11-27,Aprovado.,1.0,2471296
2469520-3,2024-11-27,Aprovado.,1.0,0
2396027-23,2024-11-27,Aprovado o Parecer.,1.0,2444191
2439782-22,2024-11-27,Aprovado o Parecer.,1.0,2470749
2416611-21,2024-11-27,Aprovado o Parecer.,1.0,2467920
2418542-21,2024-11-27,Aprovado o Parecer.,1.0,2467916
2440202-20,2024-11-27,Aprovado o Parecer.,1.0,2470109
2430677-24,2024-11-27,"Dep. Tarcísio Motta leu o parecer do Relator, Dep. Marcelo Queiroz.",1.0,2447563
2268723-41,2024-11-27,Aprovado o Parecer.,1.0,2471166
2430677-25,2024-11-27,Aprovado o Parecer.,1.0,2447563
2344823-27,2024-11-27,Aprovado o Parecer.,1.0,2466699
2353916-27,2024-11-27,Aprovado o Parecer.,1.0,2440084
2264052-39,2024-11-27,Aprovado o Parecer.,1.0,2466701
2380566-31,2024-11-27,Aprovado o Parecer.,1.0,2469523
2348929-34,2024-11-27,Aprovado o Parecer.,1.0,2469702
2427130-26,2024-11-27,Aprovado o Parecer.,1.0,2446714
2470902-2,2024-11-27,Aprovado.,1.0,0
2471355-2,2024-11-27,Aprovado.,1.0,0
2268770-59,2024-11-27,Aprovado o Parecer.,1.0,2443904
2439710-22,2024-11-27,Aprovado o Parecer.,1.0,2467782
2323797-42,2024-11-27,Aprovado o Parecer.,1.0,2447239
2438228-22,2024-11-27,Aprovado o Parecer.,1.0,2470475
2321477-47,2024-11-27,Aprovado o Parecer.,1.0,2427781
2408293-23,2024-11-27,Aprovado o Parecer.,1.0,2453791
2419064-22,2024-11-27,Aprovado o Parecer.,1.0,2464829
2414597-20,2024-11-27,Aprovado o Parecer.,1.0,2463817
2205606-45,2024-11-27,Aprovado o Parecer.,1.0,2461723
2421519-20,2024-11-27,Dep. Benedita da Silva discutiu a matéria.,1.0,2461218
2421519-21,2024-11-27,Aprovado o Parecer.,1.0,2461218
2300589-37,2024-11-27,Aprovado o Parecer.,1.0,2443044
2431055-32,2024-11-27,Aprovado o Parecer.,1.0,2469846
2335091-28,2024-11-27,Aprovado o Parecer.,1.0,2470559
2302901-55,2024-11-27,Aprovado o Parecer.,1.0,2437545
2396025-26,2024-11-27,Aprovado o Parecer.,1.0,2462477
2470293-7,2024-11-27,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,0
2455557-14,2024-11-27,"Realizar o encaminhamento do PL-3337/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2455557-15,2024-11-27,"Realizar o encaminhamento do PL-3337/2024 à CDE (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2455557-16,2024-11-27,"Realizar o encaminhamento do PL-3337/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2455557-17,2024-11-27,"Realizar o encaminhamento do PL-3337/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2455557-18,2024-11-27,"Realizar o encaminhamento do PL-3337/2024 à CME (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2455557-19,2024-11-27,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 4559/2024.,1.0,0
2471456-8,2024-11-27,Aprovado o Requerimento de Urgência (Art. 155 do RICD).,1.0,0
2462730-17,2024-11-27,"Realizar o encaminhamento do PDL-361/2024 à CCTI (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2462730-18,2024-11-27,"Realizar o encaminhamento do PDL-361/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2462730-19,2024-11-27,"Realizar o encaminhamento do PDL-361/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2471907-8,2024-11-27,Aprovado o Requerimento de Urgência (Art. 155 do RICD).,1.0,0
2472037-8,2024-11-27,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,0
255291-81,2024-11-27,"Aprovado o requerimento nº 4619/2024,do Sr. Acácio Favacho e outros, que solicita urgência (art. 155) para o PL 5367/2023.",1.0,2191175
474535-40,2024-11-27,"Aprovado o requerimento nº 4619/2024,do Sr. Acácio Favacho e outros, que solicita urgência (art. 155) para o PL 5367/2023.",1.0,0
516696-25,2024-11-27,"Aprovado o requerimento nº 4619/2024,do Sr. Acácio Favacho e outros, que solicita urgência (art. 155) para o PL 5367/2023.",1.0,0
2079269-22,2024-11-27,"Aprovado o requerimento nº 4619/2024,do Sr. Acácio Favacho e outros, que solicita urgência (art. 155) para o PL 5367/2023.",1.0,0
2144039-27,2024-11-27,"Aprovado o requerimento nº 4619/2024,do Sr. Acácio Favacho e outros, que solicita urgência (art. 155) para o PL 5367/2023.",1.0,2214905
2159978-19,2024-11-27,"Aprovado o requerimento nº 4619/2024,do Sr. Acácio Favacho e outros, que solicita urgência (art. 155) para o PL 5367/2023.",1.0,0
2208554-21,2024-11-27,"Aprovado o requerimento nº 4619/2024,do Sr. Acácio Favacho e outros, que solicita urgência (art. 155) para o PL 5367/2023.",1.0,0
2220195-15,2024-11-27,"Aprovado o requerimento nº 4619/2024,do Sr. Acácio Favacho e outros, que solicita urgência (art. 155) para o PL 5367/2023.",1.0,0
